doctype,subtype,path,filename,ext
palynology and core data,core,\Charon-1\P00636353\Appendix_L_-_SWC_Photography_JPEGS\Charon-1_MSCT_Set#2\ENO466369_MSCT_3035_0m.jpg,ENO466369_MSCT_3035_0m.jpg,jpg
palynology and core data,core,\Charon-1\P00636353\Appendix_L_-_SWC_Photography_JPEGS\Charon-1_MSCT_Set#2\ENO466369_MSCT_3069_0m_3042_0m.jpg,ENO466369_MSCT_3069_0m_3042_0m.jpg,jpg
palynology and core data,core,\Charon-1\P00636353\Appendix_L_-_SWC_Photography_JPEGS\Charon-1_MSCT_Set#2\ENO466369_MSCT_3099_0m_3087_0m.jpg,ENO466369_MSCT_3099_0m_3087_0m.jpg,jpg
palynology and core data,core,\Charon-1\P00636353\Appendix_L_-_SWC_Photography_JPEGS\Charon-1_MSCT_Set#2\ENO466369_MSCT_3178_0m_3156_0m.jpg,ENO466369_MSCT_3178_0m_3156_0m.jpg,jpg
palynology and core data,core,\Charon-1\P00636353\Appendix_L_-_SWC_Photography_JPEGS\Charon-1_MSCT_Set#2\ENO466369_MSCT_3341_5m_3221_0m.jpg,ENO466369_MSCT_3341_5m_3221_0m.jpg,jpg
palynology and core data,core,\Charon-1\P00636353\Appendix_L_-_SWC_Photography_JPEGS\Charon-1_MSCT_Set#2\ENO466369_MSCT_3406_5m_3403_5m.jpg,ENO466369_MSCT_3406_5m_3403_5m.jpg,jpg
palynology and core data,core,\Charon-1\P00636353\Appendix_L_-_SWC_Photography_JPEGS\Charon-1_MSCT_Set#2\ENO466369_MSCT_3485_0m_3448_0m.jpg,ENO466369_MSCT_3485_0m_3448_0m.jpg,jpg
palynology and core data,core,\Charon-1\P00636353\Appendix_L_-_SWC_Photography_JPEGS\Charon-1_MSCT_Set#2\ENO466369_MSCT_3530_0m_3505_5m.jpg,ENO466369_MSCT_3530_0m_3505_5m.jpg,jpg
palynology and core data,core,\Charon-1\P00636353\Appendix_L_-_SWC_Photography_JPEGS\Charon-1_MSCT_Set#2\ENO466369_MSCT_3538_5m_3915_0m.jpg,ENO466369_MSCT_3538_5m_3915_0m.jpg,jpg
palynology and core data,core,\Charon-1\P00636353\Appendix_L_-_SWC_Photography_JPEGS\Charon-1_MSCT_Set#2\ENO466369_MSCT_3556_0m_3549_0m.jpg,ENO466369_MSCT_3556_0m_3549_0m.jpg,jpg
palynology and core data,core,\Charon-1\P00636353\Appendix_L_-_SWC_Photography_JPEGS\Charon-1_MSCT_Set#2\ENO466369_MSCT_3560_7m.jpg,ENO466369_MSCT_3560_7m.jpg,jpg
palynology and core data,core,\Charon-1\P00636353\Appendix_L_-_SWC_Photography_JPEGS\Charon-1_MSCT_Set#2\ENO466369_MSCT_3561_5m.jpg,ENO466369_MSCT_3561_5m.jpg,jpg
palynology and core data,core,\Charon-1\P00636353\Appendix_L_-_SWC_Photography_JPEGS\Charon-1_MSCT_Set#2\ENO466369_MSCT_3566_0m.jpg,ENO466369_MSCT_3566_0m.jpg,jpg
palynology and core data,core,\Charon-1\P00636353\Appendix_L_-_SWC_Photography_JPEGS\Charon-1_MSCT_Set#2\ENO466369_MSCT_3607_0m_3597_3m.jpg,ENO466369_MSCT_3607_0m_3597_3m.jpg,jpg
palynology and core data,core,\Charon-1\P00636353\Appendix_L_-_SWC_Photography_JPEGS\Charon-1_MSCT_Set#2\ENO466369_MSCT_3622_0m_3613_5m.jpg,ENO466369_MSCT_3622_0m_3613_5m.jpg,jpg
palynology and core data,core,\Charon-1\P00636353\Appendix_L_-_SWC_Photography_JPEGS\Charon-1_MSCT_Set#2\ENO466369_MSCT_3673_5m_3654_0m.jpg,ENO466369_MSCT_3673_5m_3654_0m.jpg,jpg
palynology and core data,core,\Charon-1\P00636353\Appendix_L_-_SWC_Photography_JPEGS\Charon-1_MSCT_Set#2\ENO466369_MSCT_3731_0m_3695_0m.jpg,ENO466369_MSCT_3731_0m_3695_0m.jpg,jpg
palynology and core data,core,\Charon-1\P00636353\Appendix_L_-_SWC_Photography_JPEGS\Charon-1_MSCT_Set#2\ENO466369_MSCT_3734_0m_3733_0m.jpg,ENO466369_MSCT_3734_0m_3733_0m.jpg,jpg
palynology and core data,core,\Charon-1\P00636353\Appendix_L_-_SWC_Photography_JPEGS\Charon-1_MSCT_Set#2\ENO466369_MSCT_3785_0m_3755_0m.jpg,ENO466369_MSCT_3785_0m_3755_0m.jpg,jpg
palynology and core data,core,\Charon-1\P00636353\Appendix_L_-_SWC_Photography_JPEGS\Charon-1_MSCT_Set#2\ENO466369_MSCT_3801_0m_3799_5m.jpg,ENO466369_MSCT_3801_0m_3799_5m.jpg,jpg
palynology and core data,core,\Charon-1\P00636353\Appendix_L_-_SWC_Photography_JPEGS\Charon-1_MSCT_Set#2\ENO466369_MSCT_3806_0m_3801_5m.jpg,ENO466369_MSCT_3806_0m_3801_5m.jpg,jpg
palynology and core data,core,\Charon-1\P00636353\Appendix_L_-_SWC_Photography_JPEGS\Charon-1_MSCT_Set#2\ENO466369_MSCT_3828_5m_3814_0m.jpg,ENO466369_MSCT_3828_5m_3814_0m.jpg,jpg
palynology and core data,core,\Charon-1\P00636353\Appendix_L_-_SWC_Photography_JPEGS\Charon-1_MSCT_Set#2\ENO466369_MSCT_3846_0m_3831_5m.jpg,ENO466369_MSCT_3846_0m_3831_5m.jpg,jpg
palynology and core data,core,\Charon-1\P00636353\Appendix_M_-_Pore_Pressure_Data\ENO466369_Appendix_D_Charon_1_PreVue_data.txt,ENO466369_Appendix_D_Charon_1_PreVue_data.txt,txt
well report,well completion report,\Charon-1\P00636353\ENO466369_Charon_1_WCR_Basic_Jan_10_Rev_0_including_Appendices.pdf,ENO466369_Charon_1_WCR_Basic_Jan_10_Rev_0_including_Appendices.pdf,pdf
well log,log,\Charon-1\P00636353\Logs\Flair\DATABASE\DEPTH\eno466369_config\ALS\XVIGI\LOGGING.TXT,LOGGING.TXT,TXT
well log,log,\Charon-1\P00636353\Logs\Flair\DATABASE\DEPTH\eno466369_config\ALS\XVIGI\MONOCURV.TXT,MONOCURV.TXT,TXT
well log,log,\Charon-1\P00636353\Logs\Flair\DATABASE\DEPTH\eno466369_config\ALS\XVIGI\MULTDB_2.TXT,MULTDB_2.TXT,TXT
well log,log,\Charon-1\P00636353\Logs\Flair\DATABASE\DEPTH\eno466369_config\ALS\XVIGI\MULTDB_3.TXT,MULTDB_3.TXT,TXT
well log,log,\Charon-1\P00636353\Logs\Flair\DATABASE\DEPTH\eno466369_config\ALS\XVIGI\MWD_GAM.TXT,MWD_GAM.TXT,TXT
well log,log,\Charon-1\P00636353\Logs\Flair\DATABASE\DEPTH\eno466369_config\ALS\XVIGI\MWD_RES.TXT,MWD_RES.TXT,TXT
well log,log,\Charon-1\P00636353\Logs\Flair\DATABASE\DEPTH\eno466369_config\ALS\XVIGI\OVERPULL.TXT,OVERPULL.TXT,TXT
well log,log,\Charon-1\P00636353\Logs\Flair\ENO466369_Charon_1_Corr_Flair_data_1368_3910m.txt,ENO466369_Charon_1_Corr_Flair_data_1368_3910m.txt,txt
well log,log,\Charon-1\P00636353\Logs\Flair\ENO466369_Charon_1_Flair_In_Out_log_1368_3940m.pdf,ENO466369_Charon_1_Flair_In_Out_log_1368_3940m.pdf,pdf
well log,log,\Charon-1\P00636353\Logs\Flair\ENO466369_Charon_1_Flair_QC_log_1368_3940m.pdf,ENO466369_Charon_1_Flair_QC_log_1368_3940m.pdf,pdf
well log,log,\Charon-1\P00636353\Logs\Flair\ENO466369_Charon_1_Raw_Flair_data_1368_3910m.txt,ENO466369_Charon_1_Raw_Flair_data_1368_3910m.txt,txt
well log,log,\Charon-1\P00636353\Logs\Mudlogging\ASCII\ENO466369_Charon_1_Drill_180608_763_3940m_Final.txt,ENO466369_Charon_1_Drill_180608_763_3940m_Final.txt,txt
well log,log,\Charon-1\P00636353\Logs\Mudlogging\ASCII\ENO466369_Charon_1_Gas_180608_763_3940m_Final.txt,ENO466369_Charon_1_Gas_180608_763_3940m_Final.txt,txt
well log,log,\Charon-1\P00636353\Logs\Mudlogging\ASCII\Lith_ASCII\ENO466369_IDesc_2008615.txt,ENO466369_IDesc_2008615.txt,txt
well log,log,\Charon-1\P00636353\Logs\Mudlogging\ASCII\Lith_ASCII\ENO466369_ILith_2008615.txt,ENO466369_ILith_2008615.txt,txt
well log,log,\Charon-1\P00636353\Logs\Mudlogging\ASCII\Lith_ASCII\ENO466369_PLith_2008615.txt,ENO466369_PLith_2008615.txt,txt
well log,log,\Charon-1\P00636353\Logs\Mudlogging\ASCII\Lith_ASCII\ENO466369_PLith2_2008615.txt,ENO466369_PLith2_2008615.txt,txt
well log,log,\Charon-1\P00636353\Logs\Mudlogging\ASCII\Lith_ASCII\ENO466369_PLithDesc_2008615.txt,ENO466369_PLithDesc_2008615.txt,txt
well log,log,\Charon-1\P00636353\Logs\Mudlogging\PDF_Logs\ENO466369_Charon_1_Drilllog.pdf,ENO466369_Charon_1_Drilllog.pdf,pdf
well log,log,\Charon-1\P00636353\Logs\Mudlogging\PDF_Logs\ENO466369_Charon_1_GasRatio.pdf,ENO466369_Charon_1_GasRatio.pdf,pdf
well log,log,\Charon-1\P00636353\Logs\Mudlogging\PDF_Logs\ENO466369_Charon_1_Mudlog.pdf,ENO466369_Charon_1_Mudlog.pdf,pdf
well log,log,\Charon-1\P00636353\Logs\Mudlogging\PDF_Logs\ENO466369_Charon_1_Pressure_Plot_final.pdf,ENO466369_Charon_1_Pressure_Plot_final.pdf,pdf
well log,log,\Charon-1\P00636353\Logs\MWD-LWD\ENO466369_Charon_1_VISION_Resisitivity_200MD.PDF,ENO466369_Charon_1_VISION_Resisitivity_200MD.PDF,PDF
well log,log,\Charon-1\P00636353\Logs\MWD-LWD\ENO466369_Charon_1_VISION_Resisitivity_500MD.PDF,ENO466369_Charon_1_VISION_Resisitivity_500MD.PDF,PDF
well log,log,\Charon-1\P00636353\Logs\MWD-LWD\ENO466369_Charon_1_VISION_Resistivity_DrillMech_TimeBased.PDF,ENO466369_Charon_1_VISION_Resistivity_DrillMech_TimeBased.PDF,PDF
operations and drilling,directional survey,\Charon-1\P00636353\Logs\Survey_Files\ENO466369_Final_Charon_1_surveys_to_TD.xls,ENO466369_Final_Charon_1_surveys_to_TD.xls,xls
well log,log,\Charon-1\P00636353\Logs\Wireline\Suite_1_Run_1\Prints\GR_to_Seabed_and_Caliper\ENO466369_Suite_1_Run_1_GR_and_Caliper.PDF,ENO466369_Suite_1_Run_1_GR_and_Caliper.PDF,PDF
well log,log,\Charon-1\P00636353\Logs\Wireline\Suite_1_Run_1\Prints\GR_to_Seabed_and_Caliper\ENO466369_Suite_1_Run_1_GR_and_Caliper.PDS,ENO466369_Suite_1_Run_1_GR_and_Caliper.PDS,PDS
well log,log,\Charon-1\P00636353\Logs\Wireline\Suite_1_Run_1\Prints\Nuclear_Log\ENO466369_Suite_1_Run_1_Nuclear_Log.PDF,ENO466369_Suite_1_Run_1_Nuclear_Log.PDF,PDF
well log,log,\Charon-1\P00636353\Logs\Wireline\Suite_1_Run_1\Prints\Nuclear_Log\ENO466369_Suite_1_Run_1_Nuclear_Log.PDS,ENO466369_Suite_1_Run_1_Nuclear_Log.PDS,PDS
well log,log,\Charon-1\P00636353\Logs\Wireline\Suite_1_Run_1\Prints\Pex-HRLA-Caliper_Composite\ENO466369_Suite_1_Run_1_Composite_Log.PDF,ENO466369_Suite_1_Run_1_Composite_Log.PDF,PDF
well log,log,\Charon-1\P00636353\Logs\Wireline\Suite_1_Run_1\Prints\Pex-HRLA-Caliper_Composite\ENO466369_Suite_1_Run_1_Composite_Log.PDS,ENO466369_Suite_1_Run_1_Composite_Log.PDS,PDS
well log,log,\Charon-1\P00636353\Logs\Wireline\Suite_1_Run_1\Prints\Resistivity_Log\ENO466369_Suite_1_Run_1_Resistivity_Log.PDF,ENO466369_Suite_1_Run_1_Resistivity_Log.PDF,PDF
well log,log,\Charon-1\P00636353\Logs\Wireline\Suite_1_Run_1\Prints\Resistivity_Log\ENO466369_Suite_1_Run_1_Resistivity_Log.PDS,ENO466369_Suite_1_Run_1_Resistivity_Log.PDS,PDS
well log,log,\Charon-1\P00636353\Logs\Wireline\Suite_1_Run_1\Prints\Sonic_Log\ENO466369_Suite_1_Run_1_Sonic_Log.PDF,ENO466369_Suite_1_Run_1_Sonic_Log.PDF,PDF
well log,log,\Charon-1\P00636353\Logs\Wireline\Suite_1_Run_1\Prints\Sonic_Log\ENO466369_Suite_1_Run_1_Sonic_Log.PDS,ENO466369_Suite_1_Run_1_Sonic_Log.PDS,PDS
well log,log,\Charon-1\P00636353\Logs\Wireline\Suite_1_Run_2\ENO466369_Charon_1_Time_vs_depth_list.xls,ENO466369_Charon_1_Time_vs_depth_list.xls,xls
operations and drilling,seismic,\Charon-1\P00636353\Logs\Wireline\Suite_1_Run_2\ENO466369_Charon_1_VSP_17_5_v2b2_sn.pdf,ENO466369_Charon_1_VSP_17_5_v2b2_sn.pdf,pdf
well log,log,\Charon-1\P00636353\Logs\Wireline\Suite_1_Run_3\Prints\ENO466369_Suite_1_Run_3_MSCT_GR.PDF,ENO466369_Suite_1_Run_3_MSCT_GR.PDF,PDF
well log,log,\Charon-1\P00636353\Logs\Wireline\Suite_1_Run_3\Prints\ENO466369_Suite_1_Run_3_MSCT_GR.PDS,ENO466369_Suite_1_Run_3_MSCT_GR.PDS,PDS
well log,log,\Charon-1\P00636353\Logs\Wireline\Suite_2_Run_2\Prints\ENO466369_Suite_2_Run_2_PPC_GR.PDF,ENO466369_Suite_2_Run_2_PPC_GR.PDF,PDF
well log,log,\Charon-1\P00636353\Logs\Wireline\Suite_2_Run_2\Prints\ENO466369_Suite_2_Run_2_PPC_GR.pds,ENO466369_Suite_2_Run_2_PPC_GR.pds,pds
well log,log,\Charon-1\P00636353\Logs\Wireline\Suite_3_Run_1\Prints\Nuclear_Log\ENO466369_Suite_3_Run_1_Nuclear_Log.PDF,ENO466369_Suite_3_Run_1_Nuclear_Log.PDF,PDF
well log,log,\Charon-1\P00636353\Logs\Wireline\Suite_3_Run_1\Prints\Nuclear_Log\ENO466369_Suite_3_Run_1_Nuclear_Log.PDS,ENO466369_Suite_3_Run_1_Nuclear_Log.PDS,PDS
well log,log,\Charon-1\P00636353\Logs\Wireline\Suite_3_Run_1\Prints\Pex-HRLA-Caliper_Composite\ENO466369_Suite_3_Run_1_Composite_Log.PDF,ENO466369_Suite_3_Run_1_Composite_Log.PDF,PDF
well log,log,\Charon-1\P00636353\Logs\Wireline\Suite_3_Run_1\Prints\Pex-HRLA-Caliper_Composite\ENO466369_Suite_3_Run_1_Composite_Log.PDS,ENO466369_Suite_3_Run_1_Composite_Log.PDS,PDS
well log,log,\Charon-1\P00636353\Logs\Wireline\Suite_3_Run_1\Prints\Resistivity_Log\ENO466369_Suite_3_Run_1_Resistivity_Log.PDF,ENO466369_Suite_3_Run_1_Resistivity_Log.PDF,PDF
well log,log,\Charon-1\P00636353\Logs\Wireline\Suite_3_Run_1\Prints\Resistivity_Log\ENO466369_Suite_3_Run_1_Resistivity_Log.PDS,ENO466369_Suite_3_Run_1_Resistivity_Log.PDS,PDS
well log,log,\Charon-1\P00636353\Logs\Wireline\Suite_3_Run_1\Prints\Sonic_Log\ENO466369_Suite_3_Run_1_Sonic_Log.PDF,ENO466369_Suite_3_Run_1_Sonic_Log.PDF,PDF
well log,log,\Charon-1\P00636353\Logs\Wireline\Suite_3_Run_1\Prints\Sonic_Log\ENO466369_Suite_3_Run_1_Sonic_Log.PDS,ENO466369_Suite_3_Run_1_Sonic_Log.PDS,PDS
well log,log,\Charon-1\P00636353\Logs\Wireline\Suite_3_Run_2\Client_Data\ENO466369_Charon_1_merged_Time_vs_Depth_v1_List.xls,ENO466369_Charon_1_merged_Time_vs_Depth_v1_List.xls,xls
well log,log,\Charon-1\P00636353\Logs\Wireline\Suite_1_Run_2\Raw_data\ENO466369_VSI_002_configuration.dat,ENO466369_VSI_002_configuration.dat,dat
well log,log,\Charon-1\P00636353\Logs\Wireline\Suite_1_Run_2\Raw_data\ENO466369_VSI_002_inclination.txt,ENO466369_VSI_002_inclination.txt,txt
well log,log,\Charon-1\P00636353\Logs\Wireline\Suite_1_Run_2\Raw_data\ENO466369_VSI_002_parameter.dat,ENO466369_VSI_002_parameter.dat,dat
well log,log,\Charon-1\P00636353\Logs\Wireline\Suite_1_Run_2\Raw_data\ENO466369_VSI_002_shot_list.dat,ENO466369_VSI_002_shot_list.dat,dat
well log,log,\Charon-1\P00636353\Logs\Wireline\Suite_3_Run_2\Raw_Data\ENO466369_VSI_005_configuration.dat,ENO466369_VSI_005_configuration.dat,dat
well log,log,\Charon-1\P00636353\Logs\Wireline\Suite_3_Run_2\Raw_Data\ENO466369_VSI_005_inclination.txt,ENO466369_VSI_005_inclination.txt,txt
well log,log,\Charon-1\P00636353\Logs\Wireline\Suite_3_Run_2\Raw_Data\ENO466369_VSI_005_parameter.dat,ENO466369_VSI_005_parameter.dat,dat
well log,log,\Charon-1\P00636353\Logs\Wireline\Suite_3_Run_2\Raw_Data\ENO466369_VSI_005_shot_list.dat,ENO466369_VSI_005_shot_list.dat,dat
well log,log,\Cisticola-1\P00703504\Cisticola-1 - Map Sheet and Graticular Block No.pdf,Cisticola-1 - Map Sheet and Graticular Block No.pdf,pdf
well report,well completion report,\Cisticola-1\P00703504\Cisticola-1 - WCR Basic(Enclosures).pdf,Cisticola-1 - WCR Basic(Enclosures).pdf,pdf
well report,well completion report,\Cisticola-1\P00703504\Cisticola-1 - Well Completion Report (Basic).pdf,Cisticola-1 - Well Completion Report (Basic).pdf,pdf
well log,log,\Cisticola-1\P00703505\Cisticola-1_15AWA0030_Rev1\Cisticola-1_Final_Deliverables\DLIS\Cisticola-1_RM_LWD_LAS_84.35-1580.00mMDRT.pdf,Cisticola-1_RM_LWD_LAS_84.35-1580.00mMDRT.pdf,pdf
well log,log,\Cisticola-1\P00703505\Cisticola-1_15AWA0030_Rev1\Cisticola-1_Final_Deliverables\DRILLING_MECHANICS\Cisticola-1_DrillingMechanics_Depth_RM_84.35-1580mMDRT.pdf,Cisticola-1_DrillingMechanics_Depth_RM_84.35-1580mMDRT.pdf,pdf
well log,log,\Cisticola-1\P00703505\Cisticola-1_15AWA0030_Rev1\Cisticola-1_Final_Deliverables\DRILLING_MECHANICS\Cisticola-1_DrillingMechanics_Time_RT-RM.pdf,Cisticola-1_DrillingMechanics_Time_RT-RM.pdf,pdf
operations and drilling,operations and drilling,\Cisticola-1\P00703505\Cisticola-1_15AWA0030_Rev1\Cisticola-1_Final_Deliverables\EOWR\Cisticola-1_EOWR_Final.pdf,Cisticola-1_EOWR_Final.pdf,pdf
well log,log,\Cisticola-1\P00703505\Cisticola-1_15AWA0030_Rev1\Cisticola-1_Final_Deliverables\LOGS\Cisticola-1_LWD_RM_MD200_84.35-1580.0_mMDRT.pdf,Cisticola-1_LWD_RM_MD200_84.35-1580.0_mMDRT.pdf,pdf
well log,log,\Cisticola-1\P00703505\Cisticola-1_15AWA0030_Rev1\Cisticola-1_Final_Deliverables\LOGS\Cisticola-1_LWD_RM_MD500_84.35-1580.0_mMDRT.pdf,Cisticola-1_LWD_RM_MD500_84.35-1580.0_mMDRT.pdf,pdf
well log,log,\Cisticola-1\P00703505\Cisticola-1_15AWA0030_Rev1\Cisticola-1_Final_Deliverables\PTS_SONIC_DATA\Log Prints\Murphy_Cistacola-1_13.365in_TOC.PDF,Murphy_Cistacola-1_13.365in_TOC.PDF,PDF
well log,log,\Cisticola-1\P00703505\Cisticola-1_15AWA0030_Rev1\Cisticola-1_Final_Deliverables\PTS_SONIC_DATA\Log Prints\Murphy_Cistacola-1_175_SVIS_SLB.PDF,Murphy_Cistacola-1_175_SVIS_SLB.PDF,PDF
well log,log,\Cisticola-1\P00703505\Cisticola-1_15AWA0030_Rev1\Cisticola-1_Final_Deliverables\PTS_SONIC_DATA\Log Prints\Murphy_Cisticola-1_1225in_SVIS_SLB.PDF,Murphy_Cisticola-1_1225in_SVIS_SLB.PDF,PDF
operations and drilling,directional survey,\Cisticola-1\P00703505\Cisticola-1_15AWA0030_Rev1\Cisticola-1_Final_Deliverables\SURVEYS\Cisticola-1_Definitive_Surveys.pdf,Cisticola-1_Definitive_Surveys.pdf,pdf
operations and drilling,directional survey,\Cisticola-1\P00703505\Cisticola-1_15AWA0030_Rev1\Cisticola-1_Final_Deliverables\SURVEYS\Cisticola-1_Definitive_Surveys.xls,Cisticola-1_Definitive_Surveys.xls,xls
operations and drilling,operations and drilling,\Cisticola-1\P00703506\01_Final_Well_Report\geoNEXT Final Well Report - MURPHY -Cisticola-1_Final.doc,geoNEXT Final Well Report - MURPHY -Cisticola-1_Final.doc,doc
operations and drilling,operations and drilling,\Cisticola-1\P00703506\01_Final_Well_Report\geoNEXT Final Well Report - MURPHY -Cisticola-1_Final.pdf,geoNEXT Final Well Report - MURPHY -Cisticola-1_Final.pdf,pdf
palynology and core data,geochem,\Cisticola-1\P00703506\02_Sample_Manifest\Cisticola-1_DG_Isotubes.doc,Cisticola-1_DG_Isotubes.doc,doc
palynology and core data,geochem,\Cisticola-1\P00703506\02_Sample_Manifest\Cisticola-1_DG_Isotubes_signed.pdf,Cisticola-1_DG_Isotubes_signed.pdf,pdf
palynology and core data,geochem,\Cisticola-1\P00703506\02_Sample_Manifest\Cisticola-1_Manifest_ sample_HotSpot_28022015.doc,Cisticola-1_Manifest_ sample_HotSpot_28022015.doc,doc
palynology and core data,core,\Cisticola-1\P00703506\02_Sample_Manifest\Cisticola-1_Manifest_cuttings sample_HotSpot_06032015.doc,Cisticola-1_Manifest_cuttings sample_HotSpot_06032015.doc,doc
palynology and core data,geochem,\Cisticola-1\P00703506\02_Sample_Manifest\Cisticola-1_Sample Manifest.doc,Cisticola-1_Sample Manifest.doc,doc
well log,log,\Cisticola-1\P00703506\03_Depth_logs_in_PDF\Cisticola-1_DRILL LOG_85.0-1580.0 mMDRT.pdf,Cisticola-1_DRILL LOG_85.0-1580.0 mMDRT.pdf,pdf
well log,log,\Cisticola-1\P00703506\03_Depth_logs_in_PDF\Cisticola-1_GAS LOG_85.0-1580.0 mMDRT.pdf,Cisticola-1_GAS LOG_85.0-1580.0 mMDRT.pdf,pdf
well log,log,\Cisticola-1\P00703506\03_Depth_logs_in_PDF\Cisticola-1_MUD LOG_85.0-1580.0 mMDRT.pdf,Cisticola-1_MUD LOG_85.0-1580.0 mMDRT.pdf,pdf
well log,log,\Cisticola-1\P00703506\03_Depth_logs_in_PDF\Cisticola-1_PRESSURE LOG_85.0-1577.76 mMDRT.pdf,Cisticola-1_PRESSURE LOG_85.0-1577.76 mMDRT.pdf,pdf
well log,log,\Cisticola-1\P00703506\03_Depth_logs_in_PDF\Cisticola-1_PRESSURE LOG_85.0-1577.76 mMDRT_REVISED.pdf,Cisticola-1_PRESSURE LOG_85.0-1577.76 mMDRT_REVISED.pdf,pdf
palynology and core data,core,\Cisticola-1\P00703506\04_ASCII_files\Cisticola-1_Cutting Data Percentage_130-1580 mMDRT.xls,Cisticola-1_Cutting Data Percentage_130-1580 mMDRT.xls,xls
palynology and core data,core,\Cisticola-1\P00703506\04_ASCII_files\Cisticola-1_Cutting Data_132.0m-1580.0 mMDRT.csv,Cisticola-1_Cutting Data_132.0m-1580.0 mMDRT.csv,csv
well log,log,\Cisticola-1\P00703506\04_ASCII_files\Cisticola-1_Drill Data_85.0 m-1580.0 mMDRT.csv,Cisticola-1_Drill Data_85.0 m-1580.0 mMDRT.csv,csv
well log,log,\Cisticola-1\P00703506\04_ASCII_files\Cisticola-1_Gas Data_132.0m-1580.0 mMDRT.csv,Cisticola-1_Gas Data_132.0m-1580.0 mMDRT.csv,csv
well log,log,\Cisticola-1\P00703506\06_Time_Ascii_backups\01_CISTICOLA-1_TIME ASCII_20-02-2015.ASC,01_CISTICOLA-1_TIME ASCII_20-02-2015.ASC,ASC
well log,log,\Cisticola-1\P00703506\06_Time_Ascii_backups\02_CISTICOLA-1_TIME ASCII_21-02-2015.ASC,02_CISTICOLA-1_TIME ASCII_21-02-2015.ASC,ASC
well log,log,\Cisticola-1\P00703506\06_Time_Ascii_backups\03_CISTICOLA-1_TIME ASCII_22-02-2015.ASC,03_CISTICOLA-1_TIME ASCII_22-02-2015.ASC,ASC
well log,log,\Cisticola-1\P00703506\06_Time_Ascii_backups\04_CISTICOLA-1_TIME ASCII_23-02-2015.ASC,04_CISTICOLA-1_TIME ASCII_23-02-2015.ASC,ASC
well log,log,\Cisticola-1\P00703506\06_Time_Ascii_backups\05_CISTICOLA-1_TIME ASCII_24-02-2015.ASC,05_CISTICOLA-1_TIME ASCII_24-02-2015.ASC,ASC
well log,log,\Cisticola-1\P00703506\06_Time_Ascii_backups\06_CISTICOLA-1_TIME ASCII_25-02-2015.ASC,06_CISTICOLA-1_TIME ASCII_25-02-2015.ASC,ASC
well log,log,\Cisticola-1\P00703506\06_Time_Ascii_backups\07_CISTICOLA-1_TIME ASCII_26-02-2015.ASC,07_CISTICOLA-1_TIME ASCII_26-02-2015.ASC,ASC
well log,log,\Cisticola-1\P00703506\06_Time_Ascii_backups\08_CISTICOLA-1_TIME ASCII_27-02-2015.ASC,08_CISTICOLA-1_TIME ASCII_27-02-2015.ASC,ASC
well log,log,\Cisticola-1\P00703506\06_Time_Ascii_backups\09_CISTICOLA-1_TIME ASCII_28-02-2015.ASC,09_CISTICOLA-1_TIME ASCII_28-02-2015.ASC,ASC
well log,log,\Cisticola-1\P00703506\06_Time_Ascii_backups\10_CISTICOLA-1_TIME ASCII_01-03-2015.ASC,10_CISTICOLA-1_TIME ASCII_01-03-2015.ASC,ASC
well log,log,\Cisticola-1\P00703506\06_Time_Ascii_backups\11_CISTICOLA-1_TIME ASCII_02-03-2015.ASC,11_CISTICOLA-1_TIME ASCII_02-03-2015.ASC,ASC
well log,log,\Cisticola-1\P00703506\06_Time_Ascii_backups\12_CISTICOLA-1_TIME ASCII_03-03-2015.ASC,12_CISTICOLA-1_TIME ASCII_03-03-2015.ASC,ASC
well log,log,\Cisticola-1\P00703506\06_Time_Ascii_backups\13_CISTICOLA-1_TIME ASCII_04-03-2015.ASC,13_CISTICOLA-1_TIME ASCII_04-03-2015.ASC,ASC
well log,log,\Cisticola-1\P00703506\06_Time_Ascii_backups\14_CISTICOLA-1_TIME ASCII_05-03-2015.ASC,14_CISTICOLA-1_TIME ASCII_05-03-2015.ASC,ASC
well log,log,\Cisticola-1\P00703506\06_Time_Ascii_backups\15_CISTICOLA-1_TIME ASCII_06-03-2015.ASC,15_CISTICOLA-1_TIME ASCII_06-03-2015.ASC,ASC
well log,log,\Cisticola-1\P00703506\06_Time_Ascii_backups\16_CISTICOLA-1_TIME ASCII_07-03-2015.ASC,16_CISTICOLA-1_TIME ASCII_07-03-2015.ASC,ASC
well log,log,\Cisticola-1\P00703506\06_Time_Ascii_backups\17_CISTICOLA-1_TIME ASCII_08-03-2015.ASC,17_CISTICOLA-1_TIME ASCII_08-03-2015.ASC,ASC
well log,log,\Cisticola-1\P00703506\06_Time_Ascii_backups\18_CISTICOLA-1_TIME ASCII_09-03-2015.ASC,18_CISTICOLA-1_TIME ASCII_09-03-2015.ASC,ASC
well log,log,\Cisticola-1\P00703506\06_Time_Ascii_backups\19_CISTICOLA-1_TIME ASCII_10-03-2015.ASC,19_CISTICOLA-1_TIME ASCII_10-03-2015.ASC,ASC
well log,log,\Cisticola-1\P00703506\06_Time_Ascii_backups\20_CISTICOLA-1_TIME ASCII_11-03-2015.ASC,20_CISTICOLA-1_TIME ASCII_11-03-2015.ASC,ASC
